label,text
0,person hear sky
1,person see merchandiser
0,people eat cadaver
1,halfpenny make noise
0,pinball cut something
0,fryer open anything
0,honeydew provide service
1,person feed overeater
0,uncle have fur
1,sand have function
1,islander eat food
1,furniture have leg
1,pig have scent
1,people use homestead
0,barracuda have fur
0,person eat desert
1,quake cause ground
0,jury have paw
1,kid use loudspeaker
0,sketchbook require electricity
1,plant have leave
1,syllabus involve something
1,person bounce ball
1,lamb have fur
0,underwriter involve star
1,person touch sanitarium
0,person buy headwind
1,person carry ore
0,person ride sidebar
1,person eat friut
1,lawyer like car
0,homepage play disc
0,lizard have fur
0,person smoke hickey
1,person break cd
0,flamethrower have leg
0,drill have arm
1,person find wedding
0,air cost money
0,person eat wristband
0,person wear umbrella
0,jouster produce heat
1,whetstone have color
1,person hold coin
0,crotch involve wood
0,dish have engine
0,short have wheel
1,warplane have window
0,crutch remove something
0,family eat hay
1,fight make noise
1,chainsaw involve plant
0,hand involve travel
0,suture have wheel
1,jackknife open door
0,disgust involve entertainment
0,person hear brain
1,throat feel pain
1,carnation have color
1,client serve purpose
0,bonsai eat fly
1,checkbook involve writing
1,people eat snapper
1,group help someone
1,crab have eye
1,boot have scale
0,geometry involve racquet
0,person hold sewer
1,child use jar
0,sapphire make noise
1,person touch tearoom
0,deli involve writing
1,examiner have job
0,person inhale puncture
0,mute make sound
1,tractor need gasoline
1,bait weigh lot
0,dignity have eye
1,everyone have nose
0,carpet require electricity
1,teeth involve cleaning
0,person hold light
0,person drink cucumber
1,someone operate transporter
1,person take pencil
1,lightbulb use power
0,backpack have door
1,person use gunboat
1,people shape clay
0,person smell router
1,mural cost $
1,person see charter
0,person wear develop
1,person sell ice
0,person wear hideout
1,maid involve cleaning
0,person see atom
0,butter make noise
0,cat eat plankton
0,person drink tusk
0,chainsaw have handle
1,cow eat hay
1,immigrant have leg
1,someone build house
1,backpacker involve group
0,pump have antler
0,monogram have wheel
1,sedan have door
1,lettering involve more
1,person buy wallboard
1,people use lawnmower
1,lot have money
1,caribou have tail
1,people use tape
1,vegetarian eat eggplant
0,person see growl
1,chicken have wing
1,school involve lot
1,everyone have flyswatter
1,unicorn have horn
0,person ride octopi
0,tonsil have skin
0,saxophone have motor
0,refinery store vehicle
0,tap wash dish
0,copilot involve plant
1,coordinator have money
1,accordion make noise
0,fodder involve writing
1,son wear dress
0,kink have scent
1,gazelle have horn
0,stone have baby
0,person drive stapler
0,person wear liger
1,rocket use electricity
0,person buy oceans
0,person wear campground
0,skier involve art
0,pulpit have wheel
0,person use backstreet
1,people like wheatgrass
1,person move canteen
1,child use linoleum
0,person wear tortellini
0,person smoke storybook
0,person wear hand
0,baboon have pouch
0,postponement have feeling
0,workbench have screen
0,person drink insulin
1,kid use comma
0,correspondent have tail
1,author involve writing
0,corkboard tell time
1,frog eat fly
1,person take briefcase
0,sofa take lot
0,person touch affect
0,shakers use electricity
0,person consume hombre
0,person buy drunkenness
1,boss control something
0,carpenter use worst
1,person eat avacado
1,person eat goulash
0,person throw tearoom
1,human need windpipe
1,google operate engine
1,person use microscope
1,person lift guidebook
1,historian take degree
1,fowl lay egg
1,marsupial eat plant
1,people eat shrimp
1,lock protect house
0,car weigh pound
0,vamp make noise
1,curtain cover window
0,person consume plastic
0,person eat diagram
1,person find blockage
1,badger have fur
1,people eat apple
1,thermometer measure anything
1,heron have leg
1,jaguar have spot
1,strawberry give fruit
1,hamster like sunshine
1,stove generate heat
1,person touch schoolchild
0,animal eat sweatshop
0,rainbow have wheel
1,turtle have tooth
1,kid use illustration
0,pamphlet make noise
1,chop use mind
1,professor involve degree
0,name make noise
0,person eat stick
1,people shape weeds
0,people eat pinecone
1,sandalwood change color
1,igniter use electricity
0,person eat thicket
1,testicle help people
0,daughter have roof
1,stove produce heat
1,exhibit require hand
1,people use tubing
1,eagle have wing
1,bone hold something
0,person use tip
0,backstreet have plant
1,person replace group
1,sportswoman make lot
0,chainsaw use water
1,person hold copper
0,confetti make noise
0,person wear exerciser
0,person hold ghost
1,widow wear clothing
1,holder use electricity
1,gopher have odor
1,hydroponics hold thing
0,people enjoy dust
1,train use electric
1,methanol cost money
0,moon touch ground
0,person buy weekend
1,person touch vinaigrette
0,pillow utilize tool
0,people grow teaspoonful
0,pet use hardcover
0,cornfield eat insect
1,contender have hair
1,simulation have rule
1,people buy schooner
0,person eat merchandiser
0,windowpane use electricity
0,storehouse transmit anything
1,busboy use technology
0,glasshouse have wheel
0,postmaster involve animal
0,person eat cola
1,building involve construction
1,cow eat grass
0,comet use technology
1,person sell inquisitor
1,sculpture cost $
0,person eat measurer
1,plant have root
1,gondola use oar
1,casserole contain form
1,person touch stair
1,sidewalk require cement
0,person wear ledge
0,bones have skin
0,pheromone involve food
1,controller have button
1,gear use electricity
0,bystander require training
0,moon have root
0,helicopter smoke cigarette
1,saw use source
0,yard use electricity
0,catcher have wheel
0,hourglass use electericity
0,person eat shunt
0,bench involve typing
1,sportswoman involve product
0,person touch playoff
0,person buy gland
0,bobtail use electricity
1,people use church
0,person eat tinsel
0,horseshoe have screen
0,person throw archipelago
0,gauze have screen
0,person hold galaxy
1,person eat sweetener
0,person wear drunkenness
1,people like monument
1,water make sound
1,cricket make noise
0,person see imagination
1,shark eat meat
1,widow have job
0,human kill leviathan
1,bra support anything
1,person make showcase
0,acrobat involve shooting
0,trash provide service
0,cabana create electricty
0,corkboard make noise
0,creep involve uniform
0,cornea represent group
0,chlorine have fur
0,person eat sty
1,glove separate finger
0,person throw mountain
1,sleazebag wear uniform
0,hideout require effort
1,camera take photo
0,person spend abuser
0,picture make sound
1,human use plates
0,snowboard require electricity
1,thumb hold thing
1,kid use ball
0,orphan have family
1,person use dumbell
1,cash help people
1,handicap involve blindness
0,gasp change shape
1,person eat waterfowl
0,saddle take electricity
1,madwoman have hair
1,horn make sound
1,robin have wing
1,person hold yolk
0,person squeeze tearoom
1,person hold trash
0,person drive ligament
0,crawlers mix something
1,person wear sneaker
0,electrons make sound
0,valet involve room
1,migration involve room
1,bear have foot
0,constable change shape
1,jelly have sugar
1,person hold sawdust
0,moon make noise
1,person hold highchair
0,cufflink have drawer
0,fingernail have sleeve
1,cars have wheel
1,person hold fan
1,moneymaker wear clothes
1,countryman have child
1,someone borrow magnetometer
0,stepladder provide shelter
1,kid use tuba
0,tutu contain thing
0,person wear whetstone
1,kid use confectionery
0,person make brain
1,egg have shell
1,script cost more
0,jewelry require communication
1,bed have headboard
0,beauty weigh anything
1,person destroy attire
0,person wear melon
1,person touch midsection
1,impostor make sound
0,runway have wall
0,person drink man
1,car have wheel
0,people like drowning
1,person see encampment
0,person use origami
0,floodplain have wheel
0,bluff make something
0,obstetrician involve market
1,violin involve music
1,water change property
0,sand use battery
1,toy use electricity
1,person carry logs
1,widow eat food
0,pie use electricity
1,bucket involve water
0,fork hold water
0,harpsichord involve water
0,person wear notebook
0,people buy occupation
1,door bother people
1,wolf have leg
1,lawyer pay $
1,champ have brain
1,age wear trousers
0,negligee have wheel
1,paperboy sell thing
1,person touch park
1,villa hold anything
0,person upgrade balloting
0,pew use electricity
0,person use pie
1,person bring dip
0,windowpane produce information
1,sardine have scale
1,person share dice
1,person turn reel
0,person taste interview
0,person feel light
1,accomplice perform job
0,person hold park
0,paintbrush tell time
0,tusk have wheel
1,people catch croaker
0,nutcracker open bottle
0,person drink traps
0,sonnet have wheel
1,surgeon require education
1,person wear sunscreen
0,shark wear hat
1,cat make noise
1,person touch dollop
1,ring have jewel
0,person eat excavation
1,people obey comment
0,fair have tusk
0,person open gal
1,vibrator require battery
0,methane collect information
1,person touch dungeon
0,hand have leg
0,beacon kill people
0,wall use ink
1,hookers help people
1,person see drainage
0,person wear ballad
0,ghost cost money
0,mom hold moon
0,person grow bitters
0,people move pore
0,person wear booth
1,man carry twin
0,person wash autograph
1,cap have color
1,copilot involve computer
0,person use blackhole
0,person wear sketchbook
1,people use bookshelf
0,person use episode
0,butcher prepare locust
1,physician need degree
1,exercise cost money
1,subcontractor have eye
1,person see hotbed
0,wing sell insurance
0,antacid have motor
0,pepper use electricity
0,dog like comma
0,person hold law
1,people have jade
0,sap have door
1,person buy log
1,cocoon change shape
0,foldout use electricity
0,pitchfork use electricity
0,elm have brain
1,plant use sunlight
1,perfume make smell
1,person see knoll
0,flusher have leg
1,people buy hotel
1,human use cow
0,home have eye
1,whale eat krill
0,malaria involve organizing
0,person eat historian
0,crossword have handle
1,ballplayer have skin
1,rice require cooking
1,person use mouse
1,goose make sound
0,aspirin contain tobacco
1,cavalryman pay $
0,people own concert
1,box hold thing
0,logos hurt person
1,warrior have hand
1,person find snapper
1,boat have engine
1,people use counter
1,whale have fin
0,person see tank
1,wingtip hurt person
0,kid like cognac
1,people use beeswax
0,tyrannosaurus have tusk
1,people use door
0,couch involve outdoors
0,sugarplum have leg
0,waiter require degree
1,opponent have leg
1,cook have size
0,arch have screen
0,crab have wing
1,person touch attire
0,person hold infield
1,river contain water
1,parasite make noise
0,sixpence emit light
1,kid use alarm
0,lamp sell type
0,pantry require attire
1,itinerary involve money
1,politician require skill
0,glass produce information
0,adult use rainbow
0,thesis use electricity
0,armload have cover
0,man use frogs
0,wristband separate finger
0,tape have lot
0,outer make noise
0,crossword use electricity
0,person eat oboe
1,aircraft have motor
0,person read grain
1,ox have mane
1,research involve view
0,person buy cop
1,child use guitar
1,crush involve person
1,writer use computer
0,person touch gravity
1,mongoose have fur
0,person carry pharmacy
0,spinout involve health
0,person spend lager
1,kid use currency
0,ringer have belt
0,creek involve human
0,pomegranate have leg
1,person see amaretto
1,circuit use electricity
0,letterhead have engine
1,catch involve luck
0,umbrella have wheel
1,hustler breath air
0,person hate rose
0,person read tearoom
1,machinery make thing
1,corn have leave
1,crow have feather
1,person hold cookbook
0,minefield produce light
0,wastepaper contain water
0,cancer serve purpose
0,kid use alehouse
0,cream require electricity
1,matchmaker take more
0,person wear stowaway
1,bowl use electricity
1,grandmother have leg
0,person smell browser
0,webbing involve writing
1,fan use electricity
1,people like cornea
1,stereo make sound
0,brain have leg
1,person hold sedative
0,person grill attraction
1,kid use shovel
1,person touch retainer
1,person find papaya
1,cat have hair
0,paperboy require degree
1,carrot involve food
0,longneck need electricity
0,person use enjoy
1,rooster have leg
0,person eat sun
1,box contain thing
1,case cost more
1,vessel move object
1,papaya have smell
1,luggage have wheel
0,wind require person
1,bat make noise
0,daggers hold something
1,person hold fighter
0,person buy life
1,person hold pretzel
1,kid like streamliner
1,highschool power itself
0,person eat binder
1,kid use bronze
0,mosquito collect nectar
1,maze help someone
1,talking involve speech
1,mousetrap have odor
0,pew use gas
1,whetstone make noise
0,netting have wheel
0,person hurt soap
0,person buy charisma
1,walmart sell pillow
1,person lift schoolbook
1,subcontractor have mouth
1,woman breathe oxygen
0,iodine involve writing
0,gentlefolk imply title
1,television use cable
1,saucepan have shape
0,person drive shilling
1,man use footings
0,neat like cheeseburger
0,butter have leg
1,person eat groceries
0,hock have tail
0,icepack use electricity
1,platform have lot
1,possum have tail
0,ape have tail
0,person eat manager
1,person eat kiwi
1,person use trombone
0,letterbox involve water
1,evaporator need electricity
0,person lead enough
1,clock have button
1,model involve entertainment
0,flashlight cut thing
1,human use pointer
0,person wear fountain
1,chicken lay egg
1,person use whetstone
0,pail use battery
0,attack have leg
1,person buy airfield
0,stretcher have engine
1,kindergartener involve parenthood
1,man have arm
0,paraphernalia take person
1,human use eyes
1,people use citrus
1,people ingest beef
1,truck have wheel
0,oxbow have leg
1,bomber have wheel
1,agency solve problem
1,battery make something
1,employer have hair
1,person see fedora
0,acrobat involve snow
1,nightspot sell type
0,person light menthol
0,height sell product
1,duel hurt person
0,jelly help people
1,a childuse calculator
0,person burn cartoon
1,human use dope
0,person smash midwife
1,bouquet have flower
0,person use shaver
0,person touch pain
0,sleazebag involve training
0,person sell lather
0,animal use quintet
0,goop have root
0,tablespoonful have handle
1,hyena have tail
1,people operate whirlybird
1,guitar require electricity
0,person use hairbrush
1,iguana have scale
0,varnish hold thing
0,person hear wifi
0,person eat hitter
1,man use peashooter
0,soap have opening
0,bronze use electricity
1,roof provide shelter
1,person hold swimsuit
1,person see tearoom
1,hotel provide service
0,animal use boy
1,tree produce fruit
0,person eat whiskbroom
1,child use weapon
0,silence make noise
0,opposite have head
0,smoke help person
1,animal like play
0,person burn scar
1,mammogram include object
1,jumping involve transportation
1,aunt have job
1,person touch crossword
0,person wear excretion
1,ambulance have wheel
1,cornfield have leave
0,tree reflect object
0,pantry require tool
1,juror have tooth
1,gun make noise
1,people wear pants
0,ferryboat have crane
0,person eat wound
1,lap wear clothes
0,tip make call
0,cook bite person
0,person hold car
1,knife cut anything
0,kid use chainsaw
0,ball have leave
1,fireworks make noise
1,percussion make sound
1,microwave require electricity
1,human display range
1,gun harm people
1,person melt popsicle
0,keys have wheel
1,lecturer have lot
0,person touch interview
0,xylophonist require education
0,hammer require electricity
0,beer require construction
0,playwright involve type
1,milk have liquid
0,goddaughter have pouch
1,wolf wear collar
1,man wear bra
0,person consume duel
1,lawn serve purpose
1,person hold brochure
0,pike emit light
0,denim have wheel
1,anyone own tea
1,car seat more
0,robe have gender
0,person wear tea
1,people use intersection
0,plating have leg
0,child use bold
1,person use drum
1,rash have shape
1,tailpipe cost lot
1,car have hood
1,banjo have metal
1,cosmetologist require labor
1,possum eat plant
1,potpourri have scent
1,person see toehold
0,person move skyscraper
1,sink use water
1,person use stove
1,zebras involve zoo
0,neat require degree
0,person cook typist
1,maid require communication
0,bobble require opener
1,baby make noise
1,camera make noise
1,people want throttle
0,animal use shipwreck
1,lion eat meat
1,lawyer have brain
1,person share avocado
0,plaster have hair
1,person touch currency
1,person freeze kabob
0,blowfish have feather
1,marcher involve entertainment
0,pedophile require license
1,dove have eye
1,duck make noise
1,signalman serve purpose
1,business involve meeting
0,person eat sunburn
0,sidearm take battery
1,mockingbird have feather
1,remote have battery
1,people use spades
0,person eat excretion
0,tiara make sound
1,vacationer have eye
0,person ride ground
0,malaria involve sport
1,photojournalist make noise
0,pepper hold beverage
0,person drive steeple
0,person hold shower
0,chess require power
0,spring have fur
1,exhibit require more
1,person touch postcard
0,bedpan have leg
1,person touch calamari
1,research involve typing
0,propeller hold thing
0,hammock produce water
1,person wear hardhat
1,person wear sundress
0,baptizer involve computer
0,dolphin climb tree
1,tank have wheel
0,stewpot blend food
1,adventurer require binocular
0,grass have child
1,badger have leg
1,people visit cemetery
1,person burn detonator
1,people use doorstop
1,lizard change color
1,man use nameplate
0,bangle have screen
0,customer cost money
1,lamp emit light
0,person eat pedal
0,doctor have tail
1,person see eyeball
1,car make noise
0,person sell patience
1,mapping involve zoning
1,highchair have smell
1,birdhouse accomplish task
0,blowfish have fur
1,housemate drink alcohol
1,boat carry object
1,people buy checker
1,flounder make smell
0,person wear icebox
0,person touch uproar
0,informer involve extermination
1,landmark have wall
0,mongrel require electricity
0,lizard have feather
0,biter require training
1,saleswoman breath air
0,person eat stage
0,person drink sty
0,person touch justice
0,fire hydrant have wheel
0,business wear clothes
0,stub use electricity
1,shutter create barrier
0,cancer save life
1,heart make sound
1,coming take place
0,person wear wound
1,calculator use number
0,person drive addressee
0,belt have mouth
0,spinach produce fruit
1,rigger involve people
1,shirt have sleeve
0,person eat denture
1,salespeople wear uniform
1,watch tell time
0,rock have fur
1,person buy headstone
1,cup have handle
1,bowl have handle
0,japan have leg
1,person hold lionfish
1,doctor require degree
0,wiener have leave
0,person eat column
0,person melt rock
0,radar have leg
0,cryptography produce scent
0,shampoo absorb water
0,photograph need electricity
0,litmus hold something
1,woman use peashooter
0,ground have handle
0,tetherball have motor
0,person use behemoth
1,person touch caretaker
0,person touch fatigue
0,person keep vineyard
1,squirrel climb tree
1,person use rake
1,bird make noise
1,door serve purpose
1,satellite have engine
0,band clean thing
1,bulldog have tooth
0,person eat percolator
1,person touch loudspeaker
0,chessboard use electricity
1,person hold game
0,aerialist have leave
0,shilling make food
0,drain have button
1,rollercoaster involve motion
1,modulator involve technology
1,derby require more
0,paprika emit light
1,structure use electricity
1,people buy fan
0,person use fertilizer
1,baseball involve group
0,soap drink water
1,coonhound have fur
0,barracuda have nipple
0,kid use bird
1,person use dinghy
1,person carry pegboard
1,tiger have stripe
0,toke have screen
1,human use potassium
0,person hold house
1,xylophonist pay higher
1,people use daybook
1,mutt have fur
0,animated have wing
0,person eat virus
1,handmaiden involve girl
0,letterbox involve door
0,yogurt have root
1,person smell alcohol
1,ceramics have weight
0,stickman have wheel
1,consultant have parent
0,firelight involve crime
1,icemaker use electricity
1,bin hold stuff
0,person wear centerpiece
1,feather have weight
0,tree have eye
1,person throw granite
1,research require interaction
1,person touch invoice
1,scalp have hair
1,milk have date
1,person touch cheesecloth
1,person touch warrior
0,person cook collage
0,human wear phone
0,person water bacon
1,sundial like sunshine
0,stub use water
0,electrode have date
1,paper have color
0,banister have wheel
0,person eat clutch
1,customer have leg
0,person ride billiard
1,people use soap
0,lawnmower involve animal
1,speaker make sound
1,fork open egg
1,human use kettledrum
1,tourist buy souvineers
1,checklist have metal
0,person eat phone
1,people use tailpipe
1,person use football
1,person feel ranch
1,fishmonger make food
0,chicken eat wood
1,child use toy
1,water change shape
1,acetylene have value
0,shilling play music
1,sagebrush require water
0,mailbox cover window
1,moose grow horn
1,style require labor
0,toilet check tempature
1,person touch rain
0,gunman involve babysitting
1,tablet require electricty
1,nozzle have handle
1,controller cost money
1,person touch bran
1,transistor cost money
1,person hold vise
1,child use centerpiece
1,orthopedist provide service
1,apostle have brain
0,calipers have fuel
0,pain have color
0,walking involve hand
0,axle have seat
0,outside have wall
1,precinct serve purpose
1,printer involve paper
1,machinery send fax
0,clambake involve weather
0,person eat toehold
1,person touch slice
1,conservatory have color
0,fan have fang
0,someone build carbonate
0,person touch compassion
0,walk have engine
1,gardener use gate
1,palace have metal
0,flower eat food
1,student require training
0,person wear tombstone
1,kid use liner
1,person use almanac
1,intern require education
1,holder have button
0,mugger have fur
1,hacker have hair
0,slammer provide electricity
1,car use gas
0,hand have member
0,bugler have tail
0,pain hold people
1,fish make noise
1,person carry formaldehyde
1,person touch daredevil
0,bag eat plant
0,person climb aerialist
1,kid like ringtail
0,cemetery have feeling
1,person hold titanium
0,person find serum
0,person wear florescence
0,kayaker involve food
0,nutrition have shape
1,bride wear dress
1,shower serve purpose
1,dog shake cat
1,student climb ship
1,pipe vent vapor
0,chef burn air
0,boat crush air
1,knife sharpen glass
1,screwdriver fix door
1,stick hook purse
0,elephant shake smoke
1,woman cook turkey
1,mayor jail person
1,man film shirt
1,man crush child
0,cat lick cloud
0,crab move gorilla
0,leaf attach rope
1,oven cook steak
1,dog squash grape
1,elephant pull house
1,woman erect pen
0,water poison rock
0,bottle ejaculate book
1,man grab apple
1,dog close door
1,dog pull rope
0,rabbit clench lion
1,policeman bend lamp
1,oil dampen trash
0,wall hook fish
0,air warm log
0,oil lengthen brick
0,wind scratch arm
1,ant bite man
1,neck hang necklace
0,policeman halt oil
0,kangaroo kick oil
1,policeman cook dolphin
1,man shove infant
0,horse breed cow
1,man erect bug
1,knife sever rabbit
0,rabbit exhale pebbles
0,man lengthen rock
0,wind strike car
0,knife trim skyscraper
1,wolf haul cat
0,pillow smash table
1,rabbit eat banana
1,scissors clench purse
1,girl whisk egg
0,monkey vent cream
1,squid grab hand
1,bowl spill water
1,chair attack clown
0,sand beat dollar
1,man build deck
1,girl cook fish
1,cleaver slash bush
0,elephant haul book
0,sword slice smoke
1,boy pluck apple
1,student knit carpet
1,knife etch rock
1,elephant slide boat
1,student crop plant
0,pen pour juice
1,knife slice dough
1,spatula mince paper
1,sword hurt leg
1,child slide cup
1,freezer cool oil
1,man pack purse
0,cup pour cloud
0,barber pack ship
0,book cool table
0,ant clench closet
1,cat bite turtle
1,hands dig dirt
1,rock slam table
1,hand grasp handle
0,mole bury rain
0,glue fuse water
0,feather attack air
1,monkey grasp cup
1,spatula cook egg
0,student bury water
1,bowl dump water
0,child pack truck
1,shovel peel orange
0,pen pierce car
0,girl bury rain
1,clown drive car
0,ant lift dumbbell
1,man grab ham
0,bear wrestle rock
0,ant pet cat
1,horse tug car
1,rope yank chair
1,child spill cream
1,bird stretch snake
1,man open bottle
0,man construct sand
1,pen etch grape
1,grandma knit wool
1,scissors trim monkey
1,cake hit closet
1,desk hit ball
0,nose chafe milk
1,cloth rub meat
0,ant seize car
0,eraser erase water
1,food poison bird
1,elephant shake house
0,ant punch wall
0,tissue rip paper
1,stick draw house
1,policeman open window
1,child snatch paper
1,man knead pillow
0,desk hit cloud
1,spatula drain pond
1,sword slice pencil
1,rug mask hand
0,child grip water
1,sign halt boat
0,elephant tug pin
1,mouth squirt sand
1,hand hurl bag
0,elephant fill cup
0,man fix cream
0,pillow flatten car
0,smoke hit wool
0,bag contain dolphin
1,soil absorb oil
0,girl chew laptop
1,person chafe chef
0,clown clench air
1,cat lift rabbit
0,ant kiss girlfriend
1,dog exhale fume
0,camel enter cup
0,hand scrape pebbles
1,ship capsize boat
1,cat knead mud
1,robot attach tape
0,worm drag turtle
0,bowl hold dog
1,tube ejaculate water
0,horse knit wool
0,wind draw picture
1,hand grope curtain
0,boy punch vapor
0,oven chill cake
1,cat stomp ant
1,spoon etch wall
1,hat clean slate
0,purse break dumbbell
0,woman construct air
1,infant scrape table
0,elephant stroke pea
0,pillow damage rock
0,tree punch oxygen
0,ant mask face
1,monkey puff smoke
0,chef halt oil
1,spatula sever paper
0,bush chill tree
0,man knead knife
1,clown breed elephant
1,woman pack cake
0,milk wet lake
1,needle knit rug
1,hand clench bird
1,bear destroy cup
1,spatula catch beans
1,hand tap floor
1,girl toss pizza
0,ice freeze fire
0,dog damage hill
0,air feed man
1,cloth mask table
0,worm spin dumbbell
0,rabbit chop bush
0,ant tackle rabbit
1,rabbit hug dog
1,knife trim arm
1,rain dampen man
0,claw rip water
0,water cut man
1,hand hurl purse
1,fire heat girl
1,rope yank closet
1,wrench fix car
0,hair cool air
0,chair rub rain
1,monkey eat banana
0,girl grope oil
0,pancake flatten car
0,man fold pebbles
0,finger tap water
1,man count dog
0,cat whisk sauce
1,clown vomit pebbles
0,man drop car
0,cloud flatten moon
0,shovel dig air
0,man drain air
0,worm stomp grape
0,man strike air
1,ice freeze pebbles
0,elephant cook egg
0,butterfly catch horse
0,dog draw laptop
1,man ride bike
1,leopard drink water
1,dog eat rabbit
0,water dampen oil
0,knife sever rock
1,officer jail dentist
1,boy punch girl
1,stick sever paper
0,gorilla climb rabbit
0,finger hook train
0,man seize elephant
0,spoon bite dog
1,stove burn turtle
1,monkey slam cup
1,glue fuse monkey
0,girl close rock
0,man tackle lion
1,clown pack water
1,cat pluck leaf
1,rock crash cup
1,car cover grape
0,ant kiss elephant
1,ant seize pea
1,engineer build shelf
0,elephant spin air
0,man create air
0,elephant yank pin
1,cat pluck flower
0,pin pour juice
1,freezer chill juice
0,dog fish elephant
0,woman knit cup
1,monkey kick chef
1,rock strike table
0,cow open cream
1,girl crush infant
0,chef cook air
0,water wet ocean
1,arrow pierce paper
0,butterfly swallow pillow
1,girl beat dentist
0,woman peel key
1,chef jail dog
0,coal attack air
1,oven bake cake
1,pebbles build skyscraper
0,dolphin ride bike
1,girl catch dentist
1,infant draw pumpkin
0,girl cook spatula
1,cat knead cream
1,ape kiss wolf
1,man drive van
1,stick rip shirt
0,man fold lion
0,dog attach paper
1,eraser erase stain
0,chef exhale oil
1,monkey stretch dough
0,wind dampen rain
0,child haul ant
1,knife chop tree
0,dog haul wind
1,monkey open closet
0,dog stomp boat
0,student grab stairs
1,crab attack wolf
0,man hug ant
1,skyscraper contain gorilla
1,man strike purse
1,clown burn oil
1,gorilla chew apple
0,elephant heave pen
0,pin freeze fire
0,knife mince water
0,man crush pillow
0,chef attack rock
0,child wear pumpkin
1,spatula scrape board
0,clown sew paper
1,dog grope curtain
0,child dump mountain
0,bear smash water
0,cream open window
0,tree vent smoke
0,elephant tick worm
1,sword sharpen log
1,rock curb bike
1,girl dump cake
0,room vent rock
0,elephant clean shirt
0,hand spin house
0,finger hang mud
1,girl sew rug
1,monkey pluck graph
0,spatula scrape air
1,mallet flatten dough
1,needle knit cloth
1,woman pack trash
1,backpack contain cat
0,brick kill table
1,pebbles chafe nail
0,rope yank water
1,smoke mask laptop
1,fire heat man
0,dog chafe oil
1,hand stretch rope
0,air dig sand
0,water tick horse
1,hand rip book
1,wall halt girl
0,tree kick chair
1,soil bury remote
1,girl burn shirt
0,pillow scratch toe
0,monkey breed dolphin
0,hand puff smoke
1,pin pierce cheese
0,rice rip paper
1,knife trim pencil
0,man burn water
1,clown grope arm
0,girl capsize lion
1,pin hook fish
0,monkey breed pebbles
0,paper absorb sunlight
0,girl dampen air
1,goat eat steak
1,bottle ejaculate soda
1,policeman close window
0,ant squash pumpkin
0,infant lift elephant
1,scissors sever arm
1,bear attack turtle
0,chef catch air
0,chair scratch oil
0,rabbit chew diamond
1,nose puff oxygen
0,hand seize water
0,worm pet cat
0,knife clip pebbles
1,worm enter skyscraper
1,horse wear necklace
1,woman punch wolf
0,wool slash paper
0,worm heave pumpkin
1,man seize child
0,dog yank butterfly
0,man enter cup
1,engineer create pottery
0,rock puff smoke
1,man poke bread
0,air build bush
0,finger rub smoke
1,crane lift log
1,dog pet rabbit
0,fish shove child
1,zebra kill man
0,stick sever table
0,ant squash grape
1,hand hold pen
1,elephant pull boat
0,stick shove oil
0,woman grab oil
1,boy punch woman
0,girl grab stairs
0,man tear tree
1,cup pour milk
0,gas drag boat
1,chef clip hair
0,woman eat shovel
1,sword slice tree
0,rope attach turtle
0,bat strike water
1,water dampen beans
1,stove heat air
0,faucet squirt key
0,bear pet water
0,rabbit erect house
1,hand spin bottle
0,man wrestle worm
0,shovel peel cream
1,rope drag garbage
0,rain rub meat
0,dog draw computer
1,ship vent air
1,chef count beans
1,knife crop pillow
1,table rub shirt
0,woman smash skyscraper
1,needle hook fish
1,clown whisk milk
0,pillow etch pebbles
1,monkey rotate dog
1,truck move tree
0,spoon bend rock
1,woman choke rabbit
0,cat damage lake
1,hand rotate pen
1,boy punch bus
1,room vent smoke
0,woman climb dog
0,girl ride pin
0,ice warm food
1,dad clean plate
0,lion bend mountain
0,man knead scissors
0,worm pluck pumpkin
1,stick shove bear
1,wind chill student
1,lion cover infant
1,knife trim string
1,gorilla lick hand
0,infant choke gorilla
0,barber pack skyscraper
1,man tear apple
0,woman flip water
1,rock attack people
0,woman count air
1,dog haul cat
1,needle poke sink
1,woman slide ice
0,butterfly slide pebbles
0,bush lick frosting
0,child roll flour
0,bone fracture mud
1,chef grasp shirt
1,cat steal cloth
0,chef close leaf
0,cloth erase wind
0,cat stomp boat
1,dog yank trash
0,lake halt boat
0,sun chill fire
0,tube squirt spatula
0,worm film man
1,girl close book
0,bag bake chair
0,infant clench skyscraper
1,scissors clip magazine
0,rope fasten air
0,gorilla ride bowl
0,dentist drain rock
0,dagger mince vapor
0,glue fuse wind
0,student bury smoke
1,stick scratch arm
0,man drain ocean
0,ant slam door
0,shovel flip hill
1,dentist sew mittens
0,raft capsize ship
0,butterfly move gorilla
0,pen pierce flour
0,claw rip mud
1,glass damage hand
0,man fix water
1,tree hang necklace
1,girl vomit pea
0,women kiss air
0,rabbit drive train
0,rock slam lake
0,cat kick air
1,bush bury rice
0,food poison laptop
1,elephant rotate bowling
0,child pull air
0,pebbles crash shirt
0,smoke poison banana
0,cloth mask skyscraper
0,elephant squash water
0,woman tug paper
0,man flip wind
0,man build woman
1,bottle spill rice
1,woman drop pin
0,man roll car
1,spider poison dolphin
0,man swallow desk
0,pipe pour legos
0,hand grasp oil
0,child fish fire
0,child whisk spatula
1,elephant choke policeman
1,spoon slash paper
0,bowl hold gorilla
1,clown smash cat
1,rock damage table
0,wrench fix wolf
1,clown shake car
